"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Peru","PER","Population, total","SP.POP.TOTL","10172207","10478096","10792094","11112665","11442301","11781581","12127990","12481626","12843249","13213739","13562371","13911968","14292437","14674785","15057175","15441497","15826813","16224613","16638480","17059185","17492406","17932344","18374372","18826906","19285646","19746610","20208437","20671360","21143799","21624311","22109099","22583006","23047248","23513882","23983258","24449055","24907304","25365386","25818226","26252239","26654439","27014909","27334503","27623341","27893911","28147267","28381078","28600387","28806185","29009326","29229572","29477721","29749589","30038809","30353951","30711863","31132779","31605486","32203944","32824861","33304756","33715471","34049588","34352719",
"Philippines","PHL","Population, total","SP.POP.TOTL","28486871","29342411","30185979","31043711","31916622","32805538","33704749","34616857","35544973","36477170","37435586","38421746","39412479","40406234","41388324","42394433","43474370","44646518","45890739","47154232","48419546","49679330","50938522","52219685","53514959","54812660","56109838","57415175","58755923","60127343","61558898","63039751","64543525","66083321","67650283","69250468","70944969","72718837","74491918","76249064","77958223","79626086","81285572","82942837","84607501","86261250","87901835","89561377","91252326","92946951","94636700","96337913","98032317","99700107","101325201","103031365","104875266","106738501","108568836","110380804","112190977","113880328","115559009","117337368",
"Palau","PLW","Population, total","SP.POP.TOTL","9446","9639","9851","10076","10318","10563","10813","10992","11079","11159","11366","11740","12172","12541","12662","12607","12539","12463","12387","12300","12252","12386","12666","12973","13299","13644","13985","14309","14632","14957","15293","15640","16004","16380","16770","17209","17732","18297","18852","19380","19726","19828","19851","19880","19907","19831","19619","19366","19102","18826","18540","18240","17946","17805","17796","17794","17816","17837","17864","17916","17972","18024","18055","18058",
"Papua New Guinea","PNG","Population, total","SP.POP.TOTL","1985666","2035672","2082562","2129222","2175409","2222178","2271490","2322647","2375356","2430922","2489059","2549315","2610700","2672144","2733313","2794462","2855837","2917572","2979606","3041902","3104788","3169073","3235264","3303677","3374465","3447579","3522916","3600343","3679651","3764112","3864972","3990995","4136644","4291588","4451694","4616439","4785895","4960439","5138829","5321388","5508297","5698489","5892596","6090980","6293166","6498818","6708217","6921066","7137988","7358890","7583269","7806637","8026545","8245627","8464153","8682174","8899169","9114796","9329227","9542486","9749640","9949437","10142619","10329931",
"Poland","POL","Population, total","SP.POP.TOTL","29637450","29964000","30308500","30712000","31139450","31444950","31681000","31987155","32294655","32548300","32664300","32783500","33055650","33357200","33678899","34015199","34356300","34689050","34965600","35247217","35574150","35898587","36230481","36571808","36904134","37201885","37456119","37668045","37824487","37961529","38110782","38246193","38363667","38461408","38542652","38594998","38624370","38649660","38663481","38660271","38258629","38248076","38230364","38204570","38182222","38165445","38141267","38120560","38125759","38151603","38042794","38063255","38063164","38040196","38011735","37986412","37970087","37974826","37974750","37965475","37899070","37747124","36821749","36685849",
"Pre-demographic dividend","PRE","Population, total","SP.POP.TOTL","188484894","192890980","197549304","202413011","207480357","212742196","218153165","223721654","229504001","235497996","241726476","248182949","254807021","261772896","269215218","277019356","285016249","293346289","302442287","311978056","320890339","328651565","336918508","346223339","356024795","366116135","376136620","386270164","396251031","406731853","417144782","427363888","439447569","453282283","468345219","483031809","495937962","508962926","523022619","537918075","553089230","568734640","586023563","604077372","621974508","640493810","659115651","677333522","697003893","718121906","739525992","761717101","784822780","808542070","832469778","856420253","880891473","905987912","931467165","957503246","984213438","1011043183","1038012552","1065710613",
"Puerto Rico","PRI","Population, total","SP.POP.TOTL","2358000","2399722","2450322","2504530","2554066","2594000","2624995","2645674","2662064","2684150","2718000","2762190","2817256","2878786","2939299","2994000","3043854","3088690","3129421","3168088","3206000","3242552","3277453","3311138","3344190","3377000","3409554","3441850","3473898","3505650","3537000","3562110","3585176","3615497","3649237","3683103","3724655","3759430","3781101","3800081","3810605","3818774","3823701","3826095","3826878","3821362","3805214","3782995","3760866","3740410","3721525","3678732","3634488","3593077","3534874","3473232","3406672","3325286","3193354","3193694","3281557","3262693","3220113","3205691",
"Korea, Dem. People's Rep.","PRK","Population, total","SP.POP.TOTL","11655666","11916515","12180505","12475236","12787523","13105946","13444048","13821409","14216305","14605481","14996879","15381626","15768363","16128122","16437002","16723252","16987170","17231389","17472094","17719172","17973650","18235202","18502087","18771363","19045154","19325487","19613038","19903893","20197464","20494965","20799523","21115534","21439991","21773017","22105225","22385536","22614347","22827373","23023636","23204498","23367059","23512522","23638411","23781707","23948930","24100982","24235761","24356506","24469047","24581509","24686435","24783789","24887770","25001819","25126131","25258015","25389611","25516321","25638149","25755441","25867467","25971909","26069416","26160821",
"Portugal","PRT","Population, total","SP.POP.TOTL","8857716","8929316","8993985","9030355","9035365","8998595","8930990","8874520","8836650","8757705","8680431","8643756","8630430","8633100","8754365","9093470","9355810","9455675","9558250","9661265","9766312","9851362","9911771","9957865","9996232","10023613","10032734","10030031","10019610","10005000","9983218","9960235","9952494","9964675","9991525","10026176","10063945","10108977","10160196","10217828","10289898","10362722","10419631","10458821","10483861","10503330","10522288","10542964","10558177","10568247","10573100","10557560","10514844","10457295","10401062","10358076","10325452","10300300","10283822","10286263","10297081","10361831","10409704","10525347",
"Paraguay","PRY","Population, total","SP.POP.TOTL","1894829","1941208","1989376","2039390","2090840","2143153","2195955","2248882","2301887","2355122","2408787","2463777","2521508","2583160","2648082","2714664","2782624","2852430","2924370","2999415","3078912","3163299","3251678","3343276","3437892","3535498","3636027","3739050","3844437","3951288","4059195","4167996","4277051","4386202","4495301","4603917","4711655","4818289","4923449","5026031","5123819","5211541","5286512","5353254","5416324","5476878","5534675","5590145","5645148","5702574","5768613","5843939","5923322","6005652","6090721","6177950","6266615","6355404","6443328","6530026","6618695","6703799","6780744","6861524",
"West Bank and Gaza","PSE","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978248","2068845","2163591","2262676","2366298","2474666","2587997","2706518","2776568","2848431","2922153","2997784","3075373","3154969","3236626","3320396","3406334","3494496","3591977","3689099","3786161","3882986","3979998","4076708","4173398","4270092","4367088","4454805","4569087","4685306","4803269","4922749","5043612","5165775",
"Pacific island small states","PSS","Population, total","SP.POP.TOTL","905537","932520","960258","988767","1017629","1046929","1075580","1102445","1128479","1154784","1180979","1206288","1230989","1255419","1280025","1305437","1332485","1361037","1390769","1422213","1454737","1487956","1521474","1555359","1590087","1625232","1659314","1691381","1721273","1749210","1776243","1800161","1822819","1846876","1870257","1892547","1917072","1945783","1976146","2006341","2035672","2064193","2091909","2119122","2146140","2172802","2199540","2226078","2251506","2276149","2301401","2327284","2353058","2379069","2405308","2431426","2457814","2484263","2510226","2536070","2566819","2602173","2639019","2677728",
"Post-demographic dividend","PST","Population, total","SP.POP.TOTL","755575073","764678914","773971699","783063134","792060920","800834639","809130400","817080267","824785271","832436871","839994662","849355911","857312419","864799662","872040235","878923921","885095643","891148506","897250576","903640940","909780809","915881806","921481239","926626734","931426792","936237496","941302405","946544990","952006529","957909363","964048985","971176019","977958696","984265557","989907298","995212216","1000693857","1005936747","1010875500","1015710581","1020793420","1025680356","1030817778","1035933493","1041239406","1046467578","1052106051","1058252734","1064632148","1070086582","1075047440","1077986944","1082488131","1087228563","1092176251","1097076319","1102054942","1106262382","1110198958","1113410921","1117530670","1116651310","1114354147","1119478514",
